"";"Jahr";"WKR_NR";"WKR_NAME";"LAND_NR";"LAND_NAME";"Wahlbezirksart";"Wahlkreisname";"Wähler";"Ungültige";"CDU";"CSU";"SPD";"LINKE";"GRÜNE";"FDP";"AFD";"meistgewählt";"pct";"geometry";"ref_value";"winner_abzz";"Land";"Geschlecht";"Geburtsjahresgruppe";"Summe";"Ungültig";"AfD";"DIE LINKE";"Sonstige";"dar. FREIE WÄHLER";"dar. dieBasis";"dar. BSW"
"669";2025;"0";"0";"0";0;0;0;0;0;124666;0;53824;0;81333;21993;0;0;0;0;0;0;0;0;0;465922;1177;93253;33393;56282;7927;0;27101
"670";2025;"0";"0";"0";0;0;0;0;0;231978;0;98910;0;115432;37384;0;0;0;0;0;0;0;0;0;761169;2764;155130;40096;79474;12640;0;40419
"671";2025;"0";"0";"0";0;0;0;0;0;212820;0;113808;0;92852;29612;0;0;0;0;0;0;0;0;0;627578;3221;101564;22581;51119;9527;0;27295
"672";2025;"0";"0";"0";0;0;0;0;0;339699;0;159206;0;75624;43373;0;0;0;0;0;0;0;0;0;738505;9635;65023;14544;31401;6802;0;15587
"673";2025;"0";"0";"0";0;0;0;0;0;0;79313;33959;0;37463;16833;0;0;0;0;0;0;0;0;0;284787;841;58155;28096;30126;16965;0;793
"674";2025;"0";"0";"0";0;0;0;0;0;0;152936;57010;0;92229;27214;0;0;0;0;0;0;0;0;0;559863;2073;127594;40919;59888;36718;0;1661
"675";2025;"0";"0";"0";0;0;0;0;0;0;215907;59565;0;87637;19831;0;0;0;0;0;0;0;0;0;633476;2958;162351;25757;59471;37794;0;1454
"676";2025;"0";"0";"0";0;0;0;0;0;0;406728;92077;0;105097;26149;0;0;0;0;0;0;0;0;0;988803;4637;249116;25449;79550;53954;0;1824
"677";2025;"0";"0";"0";0;0;0;0;0;0;345384;99616;0;72763;19985;0;0;0;0;0;0;0;0;0;770092;5805;149893;18408;58238;43527;0;1588
"678";2025;"0";"0";"0";0;0;0;0;0;0;415803;121258;0;48847;22980;0;0;0;0;0;0;0;0;0;737424;7255;72056;11480;37744;29973;0;864
"679";2025;"0";"0";"0";0;0;0;0;0;0;53787;40639;0;47631;8022;0;0;0;0;0;0;0;0;0;263097;863;30163;55948;26044;13952;0;971
"680";2025;"0";"0";"0";0;0;0;0;0;0;138537;65717;0;105029;18882;0;0;0;0;0;0;0;0;0;533288;2181;80934;59194;62813;36894;0;2023
"681";2025;"0";"0";"0";0;0;0;0;0;0;208078;68299;0;100520;17140;0;0;0;0;0;0;0;0;0;604183;2529;108324;32416;66876;41632;0;2226
"682";2025;"0";"0";"0";0;0;0;0;0;0;397130;111914;0;127114;25821;0;0;0;0;0;0;0;0;0;981289;5016;173568;38603;102122;69152;0;3035
"683";2025;"0";"0";"0";0;0;0;0;0;0;350495;112621;0;88417;19853;0;0;0;0;0;0;0;0;0;767798;5141;108440;19154;63677;44528;0;2093
"684";2025;"0";"0";"0";0;0;0;0;0;0;507966;154165;0;56987;23989;0;0;0;0;0;0;0;0;0;872457;8058;64036;10724;46532;36109;0;1398
"685";2025;"0";"0";"0";0;0;0;0;0;0;60259;26059;0;34608;20890;0;0;0;0;0;0;0;0;0;284787;387;67291;38553;36740;10865;0;11118
"686";2025;"0";"0";"0";0;0;0;0;0;0;124629;46998;0;86037;34115;0;0;0;0;0;0;0;0;0;559863;495;143987;53921;69680;23886;0;17974
"687";2025;"0";"0";"0";0;0;0;0;0;0;191672;49128;0;88913;27026;0;0;0;0;0;0;0;0;0;633476;979;181181;31402;63175;23078;0;18558
"688";2025;"0";"0";"0";0;0;0;0;0;0;368555;86850;0;108513;37822;0;0;0;0;0;0;0;0;0;988803;1340;275759;27608;82356;36587;0;25693
"689";2025;"0";"0";"0";0;0;0;0;0;0;323330;94522;0;76690;30729;0;0;0;0;0;0;0;0;0;770092;2984;162656;19114;60067;30663;0;19136
"690";2025;"0";"0";"0";0;0;0;0;0;0;393519;115540;0;50753;35083;0;0;0;0;0;0;0;0;0;737424;5694;76290;14588;45955;27855;0;13059
"691";2025;"0";"0";"0";0;0;0;0;0;0;40541;27796;0;37428;9710;0;0;0;0;0;0;0;0;0;263097;373;31749;78973;36528;9853;0;12281
"692";2025;"0";"0";"0";0;0;0;0;0;0;116148;52235;0;92243;20473;0;0;0;0;0;0;0;0;0;533288;683;88198;78193;85114;27304;0;26477
"693";2025;"0";"0";"0";0;0;0;0;0;0;183947;60160;0;98251;19843;0;0;0;0;0;0;0;0;0;604183;754;117519;38297;85414;30295;0;28142
"694";2025;"0";"0";"0";0;0;0;0;0;0;356703;104098;0;131600;36383;0;0;0;0;0;0;0;0;0;981289;1627;187799;42380;120700;51601;0;36793
"695";2025;"0";"0";"0";0;0;0;0;0;0;326546;107039;0;90841;27985;0;0;0;0;0;0;0;0;0;767798;3136;114197;21024;77030;36802;0;22745
"696";2025;"0";"0";"0";0;0;0;0;0;0;478180;150249;0;61559;33198;0;0;0;0;0;0;0;0;0;872457;6051;69104;12883;61234;37052;0;14543
"697";2025;"0";"0";"0";0;0;0;0;0;3125;0;5749;0;777;1115;0;0;0;0;0;0;0;0;0;19008;253;4665;2704;620;598;0;0
"698";2025;"0";"0";"0";0;0;0;0;0;6019;0;9532;0;2323;1886;0;0;0;0;0;0;0;0;0;36362;252;10467;4265;1618;1570;0;0
"699";2025;"0";"0";"0";0;0;0;0;0;9780;0;9878;0;2859;1177;0;0;0;0;0;0;0;0;0;44992;377;16010;3355;1558;1516;0;0
"700";2025;"0";"0";"0";0;0;0;0;0;19202;0;14899;0;2787;2074;0;0;0;0;0;0;0;0;0;66000;710;20831;3054;2442;2358;0;0
"701";2025;"0";"0";"0";0;0;0;0;0;20057;0;19327;0;3331;1941;0;0;0;0;0;0;0;0;0;63998;1001;14411;2587;1342;1303;0;0
"702";2025;"0";"0";"0";0;0;0;0;0;28504;0;22165;0;1839;2271;0;0;0;0;0;0;0;0;0;67390;1211;7867;2320;1213;1177;0;0
"703";2025;"0";"0";"0";0;0;0;0;0;2381;0;5466;0;1261;670;0;0;0;0;0;0;0;0;0;18108;208;3193;4592;338;338;0;0
"704";2025;"0";"0";"0";0;0;0;0;0;5949;0;10316;0;2504;1329;0;0;0;0;0;0;0;0;0;34639;447;7085;5391;1618;1549;0;0
"705";2025;"0";"0";"0";0;0;0;0;0;9243;0;10931;0;2721;1490;0;0;0;0;0;0;0;0;0;41191;536;11077;3282;1912;1881;0;0
"706";2025;"0";"0";"0";0;0;0;0;0;19163;0;18879;0;3524;2376;0;0;0;0;0;0;0;0;0;69057;616;15935;4946;3618;3539;0;0
"707";2025;"0";"0";"0";0;0;0;0;0;19020;0;23226;0;4250;1836;0;0;0;0;0;0;0;0;0;65326;998;10780;2771;2444;2344;0;0
"708";2025;"0";"0";"0";0;0;0;0;0;34561;0;28377;0;2301;2446;0;0;0;0;0;0;0;0;0;79223;1442;6856;1948;1292;1285;0;0
"709";2025;"0";"0";"0";0;0;0;0;0;2218;0;2400;0;1582;1590;0;0;0;0;0;0;0;0;0;19008;120;5008;3286;2802;149;0;1468
"710";2025;"0";"0";"0";0;0;0;0;0;4965;0;5026;0;3712;2238;0;0;0;0;0;0;0;0;0;36362;227;10932;4499;4763;866;0;2237
"711";2025;"0";"0";"0";0;0;0;0;0;8566;0;6627;0;3822;1596;0;0;0;0;0;0;0;0;0;44992;267;16085;3239;4790;855;0;2247
"712";2025;"0";"0";"0";0;0;0;0;0;17221;0;10225;0;4589;2725;0;0;0;0;0;0;0;0;0;66000;468;21758;3031;5983;1054;0;3571
"713";2025;"0";"0";"0";0;0;0;0;0;18622;0;15604;0;4506;2629;0;0;0;0;0;0;0;0;0;63998;553;14474;2505;5104;508;0;3658
"714";2025;"0";"0";"0";0;0;0;0;0;26959;0;19860;0;3188;3386;0;0;0;0;0;0;0;0;0;67390;822;7897;2134;3143;527;0;2133
"715";2025;"0";"0";"0";0;0;0;0;0;1709;0;2669;0;1567;519;0;0;0;0;0;0;0;0;0;18108;167;3069;5855;2553;55;0;1704
"716";2025;"0";"0";"0";0;0;0;0;0;4448;0;5295;0;3238;1408;0;0;0;0;0;0;0;0;0;34639;389;7167;6660;6034;421;0;3038
"717";2025;"0";"0";"0";0;0;0;0;0;7908;0;6905;0;3796;1476;0;0;0;0;0;0;0;0;0;41191;346;10784;3826;6149;970;0;3182
"718";2025;"0";"0";"0";0;0;0;0;0;16685;0;13310;0;4961;2945;0;0;0;0;0;0;0;0;0;69057;355;15363;4694;10744;1613;0;5763
"719";2025;"0";"0";"0";0;0;0;0;0;18452;0;18261;0;5040;2214;0;0;0;0;0;0;0;0;0;65326;662;10439;2451;7806;990;0;4839
"720";2025;"0";"0";"0";0;0;0;0;0;33358;0;24953;0;3370;2999;0;0;0;0;0;0;0;0;0;79223;1194;6317;1898;5134;467;0;3161
"721";2025;"0";"0";"0";0;0;0;0;0;7714;0;9301;0;10256;2876;0;0;0;0;0;0;0;0;0;63182;354;8242;22181;2257;256;0;855
"722";2025;"0";"0";"0";0;0;0;0;0;15941;0;15739;0;25126;5010;0;0;0;0;0;0;0;0;0;124165;688;15353;39617;6691;459;0;2077
"723";2025;"0";"0";"0";0;0;0;0;0;27947;0;20657;0;36535;5436;0;0;0;0;0;0;0;0;0;172264;704;30277;42217;8491;1076;0;2550
"724";2025;"0";"0";"0";0;0;0;0;0;51703;0;31738;0;46311;5822;0;0;0;0;0;0;0;0;0;234038;1703;49439;37948;9376;1178;0;3288
"725";2025;"0";"0";"0";0;0;0;0;0;40522;0;27693;0;20560;3508;0;0;0;0;0;0;0;0;0;164789;2016;40450;23359;6683;838;0;4011
"726";2025;"0";"0";"0";0;0;0;0;0;58046;0;39689;0;12694;4944;0;0;0;0;0;0;0;0;0;174995;2444;25811;23983;7384;395;0;5660
"727";2025;"0";"0";"0";0;0;0;0;0;5017;0;9628;0;13912;1562;0;0;0;0;0;0;0;0;0;67108;652;3795;29268;3276;172;0;800
"728";2025;"0";"0";"0";0;0;0;0;0;13074;0;16697;0;35111;3776;0;0;0;0;0;0;0;0;0;136609;773;10150;50717;6312;593;0;1695
"729";2025;"0";"0";"0";0;0;0;0;0;25022;0;23277;0;41770;4265;0;0;0;0;0;0;0;0;0;173844;1212;21800;46178;10321;1061;0;4153
"730";2025;"0";"0";"0";0;0;0;0;0;47592;0;38659;0;51458;6205;0;0;0;0;0;0;0;0;0;242420;2786;36692;46383;12644;985;0;5126
"731";2025;"0";"0";"0";0;0;0;0;0;44611;0;33525;0;24674;3506;0;0;0;0;0;0;0;0;0;173878;1758;29861;26199;9744;1157;0;5277
"732";2025;"0";"0";"0";0;0;0;0;0;76704;0;60061;0;19824;5667;0;0;0;0;0;0;0;0;0;233884;3448;22677;35500;10003;971;0;6294
"733";2025;"0";"0";"0";0;0;0;0;0;5871;0;6162;0;9666;3329;0;0;0;0;0;0;0;0;0;63182;236;8577;21438;7903;220;0;4314
"734";2025;"0";"0";"0";0;0;0;0;0;11647;0;11587;0;23727;7015;0;0;0;0;0;0;0;0;0;124165;470;15931;37495;16292;455;0;7979
"735";2025;"0";"0";"0";0;0;0;0;0;23546;0;18427;0;37038;7138;0;0;0;0;0;0;0;0;0;172264;435;31241;35879;18560;614;0;8797
"736";2025;"0";"0";"0";0;0;0;0;0;47029;0;29572;0;45749;9824;0;0;0;0;0;0;0;0;0;234038;887;49296;30544;21137;790;0;13447
"737";2025;"0";"0";"0";0;0;0;0;0;35707;0;25960;0;21698;5749;0;0;0;0;0;0;0;0;0;164789;1357;40817;19219;14283;427;0;10605
"738";2025;"0";"0";"0";0;0;0;0;0;51888;0;38158;0;13894;8096;0;0;0;0;0;0;0;0;0;174995;1868;26876;18925;15290;426;0;13390
"739";2025;"0";"0";"0";0;0;0;0;0;3320;0;5768;0;8889;2388;0;0;0;0;0;0;0;0;0;67108;312;3533;35113;7784;111;0;3582
"740";2025;"0";"0";"0";0;0;0;0;0;10656;0;12013;0;28065;4497;0;0;0;0;0;0;0;0;0;136609;320;9960;55599;15499;520;0;7152
"741";2025;"0";"0";"0";0;0;0;0;0;19943;0;19764;0;42545;4897;0;0;0;0;0;0;0;0;0;173844;714;22183;40519;23280;601;0;11618
"742";2025;"0";"0";"0";0;0;0;0;0;41411;0;34850;0;51724;8266;0;0;0;0;0;0;0;0;0;242420;1588;35679;39339;29563;954;0;18507
"743";2025;"0";"0";"0";0;0;0;0;0;37411;0;32518;0;25421;5016;0;0;0;0;0;0;0;0;0;173878;1102;29949;22370;20092;558;0;14287
"744";2025;"0";"0";"0";0;0;0;0;0;67670;0;60402;0;19619;7863;0;0;0;0;0;0;0;0;0;233884;2355;22948;30781;22246;726;0;15973
"745";2025;"0";"0";"0";0;0;0;0;0;5127;0;5915;0;2466;1436;0;0;0;0;0;0;0;0;0;44038;151;18928;6796;3218;1363;0;0
"746";2025;"0";"0";"0";0;0;0;0;0;8548;0;8215;0;4994;2231;0;0;0;0;0;0;0;0;0;63687;571;25624;8727;4777;1864;0;0
"747";2025;"0";"0";"0";0;0;0;0;0;23798;0;16404;0;9629;3574;0;0;0;0;0;0;0;0;0;138802;1221;66253;9705;8218;4518;0;0
"748";2025;"0";"0";"0";0;0;0;0;0;42919;0;30381;0;11178;4369;0;0;0;0;0;0;0;0;0;214665;793;99111;15241;10673;6724;0;0
"749";2025;"0";"0";"0";0;0;0;0;0;37615;0;32190;0;5723;5139;0;0;0;0;0;0;0;0;0;166345;947;65348;13334;6049;4487;0;0
"750";2025;"0";"0";"0";0;0;0;0;0;40132;0;46259;0;4447;4352;0;0;0;0;0;0;0;0;0;166441;3725;40864;22802;3860;2319;0;0
"751";2025;"0";"0";"0";0;0;0;0;0;4785;0;9336;0;3551;1060;0;0;0;0;0;0;0;0;0;46331;713;11082;12503;3302;1712;0;0
"752";2025;"0";"0";"0";0;0;0;0;0;9116;0;12298;0;8630;2025;0;0;0;0;0;0;0;0;0;68480;481;19906;11179;4846;2541;0;0
"753";2025;"0";"0";"0";0;0;0;0;0;22857;0;23032;0;11736;4241;0;0;0;0;0;0;0;0;0;145353;1594;57924;13060;10909;5834;0;0
"754";2025;"0";"0";"0";0;0;0;0;0;42079;0;36516;0;11664;6136;0;0;0;0;0;0;0;0;0;208184;1633;72991;22520;14645;10169;0;0
"755";2025;"0";"0";"0";0;0;0;0;0;41776;0;38203;0;5846;4646;0;0;0;0;0;0;0;0;0;172493;1550;50901;20785;8786;5957;0;0
"756";2025;"0";"0";"0";0;0;0;0;0;53579;0;78291;0;6140;5243;0;0;0;0;0;0;0;0;0;223861;3109;36786;32529;8184;5568;0;0
"757";2025;"0";"0";"0";0;0;0;0;0;4078;0;3007;0;3183;2265;0;0;0;0;0;0;0;0;0;44038;156;17828;7945;5576;419;0;2741
"758";2025;"0";"0";"0";0;0;0;0;0;8063;0;4003;0;6040;2800;0;0;0;0;0;0;0;0;0;63687;427;24794;10020;7541;621;0;4348
"759";2025;"0";"0";"0";0;0;0;0;0;21807;0;10680;0;10551;4753;0;0;0;0;0;0;0;0;0;138802;1224;64486;9979;15321;2614;0;8492
"760";2025;"0";"0";"0";0;0;0;0;0;38128;0;19838;0;15230;6994;0;0;0;0;0;0;0;0;0;214665;593;95006;14051;24824;4238;0;17146
"761";2025;"0";"0";"0";0;0;0;0;0;34934;0;22976;0;8743;6010;0;0;0;0;0;0;0;0;0;166345;997;61890;13367;17429;1562;0;14864
"762";2025;"0";"0";"0";0;0;0;0;0;38020;0;38988;0;5672;4148;0;0;0;0;0;0;0;0;0;166441;1613;37308;17120;23573;900;0;22004
"763";2025;"0";"0";"0";0;0;0;0;0;3067;0;3514;0;3701;1354;0;0;0;0;0;0;0;0;0;46331;712;10195;15424;8364;509;0;5627
"764";2025;"0";"0";"0";0;0;0;0;0;6534;0;5677;0;8044;1914;0;0;0;0;0;0;0;0;0;68480;318;18490;14561;12941;2162;0;7377
"765";2025;"0";"0";"0";0;0;0;0;0;20374;0;14605;0;13689;3978;0;0;0;0;0;0;0;0;0;145353;1000;55587;12929;23191;2292;0;16366
"766";2025;"0";"0";"0";0;0;0;0;0;39666;0;24150;0;16761;6938;0;0;0;0;0;0;0;0;0;208184;910;69983;17074;32702;3934;0;24452
"767";2025;"0";"0";"0";0;0;0;0;0;33704;0;29682;0;8543;5329;0;0;0;0;0;0;0;0;0;172493;1267;46427;16970;30571;2305;0;26855
"768";2025;"0";"0";"0";0;0;0;0;0;49675;0;66890;0;8442;6983;0;0;0;0;0;0;0;0;0;223861;2125;33280;26783;29683;2414;0;26132
"769";2025;"0";"0";"0";0;0;0;0;0;2939;0;4177;0;1389;977;0;0;0;0;0;0;0;0;0;28483;178;12975;4822;1026;724;0;0
"770";2025;"0";"0";"0";0;0;0;0;0;4916;0;5958;0;3262;1361;0;0;0;0;0;0;0;0;0;40684;282;15411;7835;1658;1069;0;0
"771";2025;"0";"0";"0";0;0;0;0;0;11713;0;7816;0;3366;1752;0;0;0;0;0;0;0;0;0;76745;695;40884;7149;3370;2436;0;0
"772";2025;"0";"0";"0";0;0;0;0;0;24165;0;13107;0;3772;2797;0;0;0;0;0;0;0;0;0;121573;696;62871;9643;4521;3191;0;0
"773";2025;"0";"0";"0";0;0;0;0;0;23990;0;15925;0;2348;2501;0;0;0;0;0;0;0;0;0;111186;1000;50161;11945;3317;2147;0;0
"774";2025;"0";"0";"0";0;0;0;0;0;28396;0;26449;0;1939;2709;0;0;0;0;0;0;0;0;0;114390;1967;31864;18886;2180;1382;0;0
"775";2025;"0";"0";"0";0;0;0;0;0;2174;0;6255;0;1326;889;0;0;0;0;0;0;0;0;0;28640;72;7366;9396;1163;554;0;0
"776";2025;"0";"0";"0";0;0;0;0;0;4665;0;7880;0;3809;1143;0;0;0;0;0;0;0;0;0;41833;194;12090;9504;2547;1025;0;0
"777";2025;"0";"0";"0";0;0;0;0;0;12059;0;10998;0;4422;2421;0;0;0;0;0;0;0;0;0;77674;796;32026;9596;5356;3364;0;0
"778";2025;"0";"0";"0";0;0;0;0;0;24063;0;17301;0;4065;4259;0;0;0;0;0;0;0;0;0;117212;955;45326;13659;7582;4218;0;0
"779";2025;"0";"0";"0";0;0;0;0;0;26711;0;22916;0;3394;3684;0;0;0;0;0;0;0;0;0;118566;1537;36734;17305;6285;4110;0;0
"780";2025;"0";"0";"0";0;0;0;0;0;39995;0;40765;0;3806;4844;0;0;0;0;0;0;0;0;0;152055;2943;29140;25037;5526;3352;0;0
"781";2025;"0";"0";"0";0;0;0;0;0;2011;0;1978;0;2179;1512;0;0;0;0;0;0;0;0;0;28483;95;12500;4727;3480;304;0;1729
"782";2025;"0";"0";"0";0;0;0;0;0;3837;0;2849;0;4956;1899;0;0;0;0;0;0;0;0;0;40684;200;14912;7299;4732;538;0;2488
"783";2025;"0";"0";"0";0;0;0;0;0;10070;0;4242;0;5833;1833;0;0;0;0;0;0;0;0;0;76745;544;40052;5875;8295;1017;0;5022
"784";2025;"0";"0";"0";0;0;0;0;0;21620;0;8882;0;5782;3929;0;0;0;0;0;0;0;0;0;121573;522;60658;7389;12790;1549;0;9353
"785";2025;"0";"0";"0";0;0;0;0;0;22388;0;12482;0;3142;3201;0;0;0;0;0;0;0;0;0;111186;622;47415;8974;12962;700;0;11013
"786";2025;"0";"0";"0";0;0;0;0;0;26708;0;21250;0;3115;3575;0;0;0;0;0;0;0;0;0;114390;1417;29567;13709;15049;707;0;13293
"787";2025;"0";"0";"0";0;0;0;0;0;1497;0;1664;0;3046;355;0;0;0;0;0;0;0;0;0;28640;117;7016;10848;4097;129;0;2559
"788";2025;"0";"0";"0";0;0;0;0;0;3631;0;3169;0;5691;1162;0;0;0;0;0;0;0;0;0;41833;135;11948;9943;6153;511;0;3346
"789";2025;"0";"0";"0";0;0;0;0;0;9998;0;6305;0;5565;1851;0;0;0;0;0;0;0;0;0;77674;573;30513;9031;13837;911;0;9042
"790";2025;"0";"0";"0";0;0;0;0;0;20584;0;11344;0;6053;4899;0;0;0;0;0;0;0;0;0;117212;522;43131;11068;19611;1419;0;14574
"791";2025;"0";"0";"0";0;0;0;0;0;23457;0;17571;0;4810;3627;0;0;0;0;0;0;0;0;0;118566;831;33893;13679;20697;1657;0;16471
"792";2025;"0";"0";"0";0;0;0;0;0;36155;0;34950;0;4547;4834;0;0;0;0;0;0;0;0;0;152055;2218;25756;20517;23079;1373;0;18982
"793";2025;"0";"0";"0";0;0;0;0;0;10230;0;6307;0;5184;3087;0;0;0;0;0;0;0;0;0;78622;803;32716;14970;5325;1311;0;1922
"794";2025;"0";"0";"0";0;0;0;0;0;18673;0;8622;0;10952;4566;0;0;0;0;0;0;0;0;0;127994;881;47004;27852;9444;3235;0;2629
"795";2025;"0";"0";"0";0;0;0;0;0;40795;0;13630;0;17209;5283;0;0;0;0;0;0;0;0;0;216311;1213;96891;26128;15161;5322;0;4713
"796";2025;"0";"0";"0";0;0;0;0;0;71207;0;19055;0;16040;8173;0;0;0;0;0;0;0;0;0;316665;1779;160033;21462;18915;8157;0;6869
"797";2025;"0";"0";"0";0;0;0;0;0;58144;0;18965;0;6667;5048;0;0;0;0;0;0;0;0;0;237730;1504;116716;19046;11640;4338;0;5786
"798";2025;"0";"0";"0";0;0;0;0;0;86390;0;38665;0;5684;7021;0;0;0;0;0;0;0;0;0;280049;3052;93572;28489;17174;4987;0;11033
"799";2025;"0";"0";"0";0;0;0;0;0;8239;0;7819;0;5213;2498;0;0;0;0;0;0;0;0;0;82463;321;22120;30144;6108;1596;0;2551
"800";2025;"0";"0";"0";0;0;0;0;0;15557;0;9711;0;12197;3126;0;0;0;0;0;0;0;0;0;122629;831;34703;35310;11195;3271;0;3826
"801";2025;"0";"0";"0";0;0;0;0;0;40960;0;17816;0;18636;5494;0;0;0;0;0;0;0;0;0;209676;1877;73598;29768;21527;8322;0;6533
"802";2025;"0";"0";"0";0;0;0;0;0;69641;0;23666;0;14181;7726;0;0;0;0;0;0;0;0;0;294882;2799;120598;29505;26768;11966;0;9943
"803";2025;"0";"0";"0";0;0;0;0;0;67708;0;25634;0;8952;6634;0;0;0;0;0;0;0;0;0;255081;2521;96489;25377;21766;9200;0;10003
"804";2025;"0";"0";"0";0;0;0;0;0;125281;0;57460;0;8110;10973;0;0;0;0;0;0;0;0;0;362675;4421;91620;38777;26033;10069;0;13749
"805";2025;"0";"0";"0";0;0;0;0;0;5670;0;4222;0;6399;3667;0;0;0;0;0;0;0;0;0;78622;581;32372;16014;9696;677;0;4766
"806";2025;"0";"0";"0";0;0;0;0;0;11637;0;6562;0;16189;6012;0;0;0;0;0;0;0;0;0;127994;755;47176;23936;15726;1754;0;7042
"807";2025;"0";"0";"0";0;0;0;0;0;32471;0;12186;0;22388;6541;0;0;0;0;0;0;0;0;0;216311;684;97461;21742;22838;3062;0;11995
"808";2025;"0";"0";"0";0;0;0;0;0;58432;0;17711;0;21839;11368;0;0;0;0;0;0;0;0;0;316665;1416;158487;18109;29304;4204;0;19164
"809";2025;"0";"0";"0";0;0;0;0;0;51177;0;16913;0;7853;6926;0;0;0;0;0;0;0;0;0;237730;847;113401;16585;24029;2541;0;19116
"810";2025;"0";"0";"0";0;0;0;0;0;79061;0;36629;0;5817;8966;0;0;0;0;0;0;0;0;0;280049;2226;88536;23616;35199;2384;0;30619
"811";2025;"0";"0";"0";0;0;0;0;0;4149;0;4962;0;6566;2908;0;0;0;0;0;0;0;0;0;82463;240;20757;30580;12301;751;0;6980
"812";2025;"0";"0";"0";0;0;0;0;0;9262;0;6655;0;16481;2760;0;0;0;0;0;0;0;0;0;122629;338;32703;33406;21024;1983;0;11018
"813";2025;"0";"0";"0";0;0;0;0;0;32955;0;13792;0;24427;5358;0;0;0;0;0;0;0;0;0;209676;921;71095;25178;35948;4490;0;19990
"814";2025;"0";"0";"0";0;0;0;0;0;55143;0;20683;0;19856;9879;0;0;0;0;0;0;0;0;0;294882;1577;116680;25627;45437;6682;0;29951
"815";2025;"0";"0";"0";0;0;0;0;0;56340;0;23945;0;10289;7203;0;0;0;0;0;0;0;0;0;255081;1872;92680;21347;41405;5438;0;30071
"816";2025;"0";"0";"0";0;0;0;0;0;110950;0;52884;0;9165;11847;0;0;0;0;0;0;0;0;0;362675;3748;87052;34323;52706;6171;0;41545
"817";2025;"0";"0";"0";0;0;0;0;0;5087;0;4095;0;1662;1488;0;0;0;0;0;0;0;0;0;37519;401;17584;5453;1747;945;0;0
"818";2025;"0";"0";"0";0;0;0;0;0;6090;0;5655;0;3495;1649;0;0;0;0;0;0;0;0;0;52472;225;25338;7271;2749;1465;0;0
"819";2025;"0";"0";"0";0;0;0;0;0;18443;0;8738;0;5775;2362;0;0;0;0;0;0;0;0;0;106674;970;55960;9018;5408;3181;0;0
"820";2025;"0";"0";"0";0;0;0;0;0;34955;0;13193;0;5564;4104;0;0;0;0;0;0;0;0;0;165977;1359;87028;11663;8111;4986;0;0
"821";2025;"0";"0";"0";0;0;0;0;0;34754;0;17121;0;2974;2940;0;0;0;0;0;0;0;0;0;142818;1805;63686;14768;4769;3110;0;0
"822";2025;"0";"0";"0";0;0;0;0;0;45381;0;30537;0;2652;3875;0;0;0;0;0;0;0;0;0;152874;2924;42326;21402;3776;2216;0;0
"823";2025;"0";"0";"0";0;0;0;0;0;2812;0;5393;0;1721;1088;0;0;0;0;0;0;0;0;0;35994;356;12101;11421;1102;436;0;0
"824";2025;"0";"0";"0";0;0;0;0;0;6103;0;7416;0;3923;1287;0;0;0;0;0;0;0;0;0;51556;496;18657;10297;3377;2102;0;0
"825";2025;"0";"0";"0";0;0;0;0;0;19785;0;10054;0;5065;3111;0;0;0;0;0;0;0;0;0;101928;1097;44715;11117;6986;4857;0;0
"826";2025;"0";"0";"0";0;0;0;0;0;35421;0;16069;0;7153;4495;0;0;0;0;0;0;0;0;0;153435;1819;61515;17461;9502;6594;0;0
"827";2025;"0";"0";"0";0;0;0;0;0;37754;0;22932;0;3702;4616;0;0;0;0;0;0;0;0;0;148564;2189;49174;19261;8935;6183;0;0
"828";2025;"0";"0";"0";0;0;0;0;0;66735;0;42747;0;4912;6586;0;0;0;0;0;0;0;0;0;198026;3652;37550;26685;9158;6289;0;0
"829";2025;"0";"0";"0";0;0;0;0;0;3208;0;2464;0;2165;1234;0;0;0;0;0;0;0;0;0;37519;390;17276;6445;4336;200;0;2326
"830";2025;"0";"0";"0";0;0;0;0;0;4362;0;2536;0;4507;1832;0;0;0;0;0;0;0;0;0;52472;171;25051;8347;5666;595;0;2952
"831";2025;"0";"0";"0";0;0;0;0;0;14270;0;5973;0;7140;3371;0;0;0;0;0;0;0;0;0;106674;694;55459;7946;11822;1429;0;6864
"832";2025;"0";"0";"0";0;0;0;0;0;27926;0;10735;0;6755;5480;0;0;0;0;0;0;0;0;0;165977;880;86556;9859;17786;1836;0;13246
"833";2025;"0";"0";"0";0;0;0;0;0;30102;0;14845;0;3496;3813;0;0;0;0;0;0;0;0;0;142818;1018;60883;10815;17846;1581;0;15391
"834";2025;"0";"0";"0";0;0;0;0;0;39895;0;27837;0;3150;4285;0;0;0;0;0;0;0;0;0;152874;1417;39985;15577;20727;871;0;19148
"835";2025;"0";"0";"0";0;0;0;0;0;1675;0;1584;0;2005;815;0;0;0;0;0;0;0;0;0;35994;301;11248;13397;4969;110;0;3274
"836";2025;"0";"0";"0";0;0;0;0;0;3948;0;3295;0;5202;1203;0;0;0;0;0;0;0;0;0;51556;329;17855;11372;8352;920;0;5333
"837";2025;"0";"0";"0";0;0;0;0;0;14261;0;6021;0;7016;2588;0;0;0;0;0;0;0;0;0;101928;710;43748;9989;17595;2470;0;11957
"838";2025;"0";"0";"0";0;0;0;0;0;27974;0;13411;0;8222;4842;0;0;0;0;0;0;0;0;0;153435;832;57549;14549;26057;2523;0;20807
