"";"Jahr";"WKR_NR";"WKR_NAME";"LAND_NR";"LAND_NAME";"Wahlbezirksart";"Wahlkreisname";"Wähler";"Ungültige";"CDU";"CSU";"SPD";"LINKE";"GRÜNE";"FDP";"AFD";"meistgewählt";"pct";"geometry";"ref_value";"winner_abzz";"Land";"Geschlecht";"Geburtsjahresgruppe";"Summe";"Ungültig";"AfD";"DIE LINKE";"Sonstige";"dar. FREIE WÄHLER";"dar. dieBasis";"dar. BSW"
"330";2021;"0";"0";"0";0;0;0;0;0;210823;0;150353;0;47234;60771;0;0;0;0;0;0;0;0;0;536352;7212;39164;8986;11809;4031;2508;0
"331";2021;"0";"0";"0";0;0;0;0;0;26913;0;34199;0;68506;44796;0;0;0;0;0;0;0;0;0;237833;1244;9513;18911;33752;4831;3882;0
"332";2021;"0";"0";"0";0;0;0;0;0;60272;0;68451;0;109768;65122;0;0;0;0;0;0;0;0;0;411319;1810;28929;19993;56973;10693;9769;0
"333";2021;"0";"0";"0";0;0;0;0;0;81139;0;74188;0;88389;59787;0;0;0;0;0;0;0;0;0;410320;1960;40628;13807;50423;10569;14503;0
"334";2021;"0";"0";"0";0;0;0;0;0;188654;0;183112;0;150771;112241;0;0;0;0;0;0;0;0;0;811694;5484;72516;22053;76861;16872;24526;0
"335";2021;"0";"0";"0";0;0;0;0;0;145741;0;142540;0;86837;62310;0;0;0;0;0;0;0;0;0;530368;5014;41949;13528;32448;7422;11431;0
"336";2021;"0";"0";"0";0;0;0;0;0;271866;0;181934;0;64777;66139;0;0;0;0;0;0;0;0;0;651759;11804;25341;7507;22392;5997;6611;0
"337";2021;"0";"0";"0";0;0;0;0;0;0;46187;34973;0;52078;74560;0;0;0;0;0;0;0;0;0;303214;659;24176;14360;56222;23362;4917;0
"338";2021;"0";"0";"0";0;0;0;0;0;0;97649;61363;0;93929;90164;0;0;0;0;0;0;0;0;0;528833;998;60725;24904;99101;45631;8124;0
"339";2021;"0";"0";"0";0;0;0;0;0;0;131675;70634;0;86852;68992;0;0;0;0;0;0;0;0;0;543164;2131;80515;16564;85801;45981;10085;0
"340";2021;"0";"0";"0";0;0;0;0;0;0;307460;173764;0;131802;117011;0;0;0;0;0;0;0;0;0;1025808;3601;140400;23711;128057;76096;18320;0
"341";2021;"0";"0";"0";0;0;0;0;0;0;246294;153156;0;75506;59874;0;0;0;0;0;0;0;0;0;694724;2913;76371;17055;63555;43218;6733;0
"342";2021;"0";"0";"0";0;0;0;0;0;0;317914;146160;0;39640;38276;0;0;0;0;0;0;0;0;0;630599;6454;37952;10032;34173;23157;2953;0
"343";2021;"0";"0";"0";0;0;0;0;0;0;43631;39040;0;74039;42073;0;0;0;0;0;0;0;0;0;296126;812;15037;19373;62120;24234;5697;0
"344";2021;"0";"0";"0";0;0;0;0;0;0;99525;72294;0;119268;59727;0;0;0;0;0;0;0;0;0;522121;1096;39543;23552;107116;50101;12535;0
"345";2021;"0";"0";"0";0;0;0;0;0;0;137361;80145;0;102415;54995;0;0;0;0;0;0;0;0;0;546169;2066;47750;15601;105835;57736;16272;0
"346";2021;"0";"0";"0";0;0;0;0;0;0;310385;190276;0;158550;98358;0;0;0;0;0;0;0;0;0;1044880;4563;85927;24463;172356;94246;28555;0
"347";2021;"0";"0";"0";0;0;0;0;0;0;246580;153100;0;80336;49642;0;0;0;0;0;0;0;0;0;666980;3843;42992;12561;77927;45269;11815;0
"348";2021;"0";"0";"0";0;0;0;0;0;0;418165;186337;0;53414;44919;0;0;0;0;0;0;0;0;0;806362;8531;28526;8662;57808;37849;5982;0
"349";2021;"0";"0";"0";0;0;0;0;0;1968;0;4891;0;0;5054;0;0;0;0;0;0;0;0;0;19362;515;1272;2593;3069;401;92;0
"350";2021;"0";"0";"0";0;0;0;0;0;4402;0;8312;0;0;6044;0;0;0;0;0;0;0;0;0;34668;878;5127;3963;5943;901;572;0
"351";2021;"0";"0";"0";0;0;0;0;0;5857;0;10132;0;0;5611;0;0;0;0;0;0;0;0;0;37035;671;6960;3011;4792;817;737;0
"352";2021;"0";"0";"0";0;0;0;0;0;14829;0;25708;0;0;8627;0;0;0;0;0;0;0;0;0;72554;1189;11163;4748;6289;1475;1046;0
"353";2021;"0";"0";"0";0;0;0;0;0;12362;0;24760;0;0;6146;0;0;0;0;0;0;0;0;0;58613;999;7069;3844;3433;1149;591;0
"354";2021;"0";"0";"0";0;0;0;0;0;21604;0;24220;0;0;4429;0;0;0;0;0;0;0;0;0;59854;1071;4182;2533;1815;757;215;0
"355";2021;"0";"0";"0";0;0;0;0;0;1776;0;5544;0;0;2738;0;0;0;0;0;0;0;0;0;18087;238;747;2705;4338;298;356;0
"356";2021;"0";"0";"0";0;0;0;0;0;4505;0;10560;0;0;3943;0;0;0;0;0;0;0;0;0;33475;565;3169;3550;7182;845;715;0
"357";2021;"0";"0";"0";0;0;0;0;0;6760;0;11152;0;0;4420;0;0;0;0;0;0;0;0;0;35433;622;4040;2858;5581;869;784;0
"358";2021;"0";"0";"0";0;0;0;0;0;15437;0;30267;0;0;8275;0;0;0;0;0;0;0;0;0;76162;918;6676;5308;9281;1754;1527;0
"359";2021;"0";"0";"0";0;0;0;0;0;15412;0;26208;0;0;5270;0;0;0;0;0;0;0;0;0;61377;1006;4475;3869;5138;1456;931;0
"360";2021;"0";"0";"0";0;0;0;0;0;30223;0;32022;0;0;5387;0;0;0;0;0;0;0;0;0;77343;1622;2749;2148;3192;1024;551;0
"361";2021;"0";"0";"0";0;0;0;0;0;3915;0;9484;0;18597;11179;0;0;0;0;0;0;0;0;0;65197;406;2726;9094;9796;558;0;0
"362";2021;"0";"0";"0";0;0;0;0;0;9772;0;20751;0;40637;17020;0;0;0;0;0;0;0;0;0;135396;1238;7225;18038;20715;1428;0;0
"363";2021;"0";"0";"0";0;0;0;0;0;18633;0;27448;0;46769;18351;0;0;0;0;0;0;0;0;0;163749;1923;15509;16941;18176;2866;0;0
"364";2021;"0";"0";"0";0;0;0;0;0;38004;0;49012;0;46414;26215;0;0;0;0;0;0;0;0;0;235093;2682;33987;21497;17280;2366;0;0
"365";2021;"0";"0";"0";0;0;0;0;0;24015;0;36399;0;14601;9778;0;0;0;0;0;0;0;0;0;126572;2321;19790;14629;5038;832;0;0
"366";2021;"0";"0";"0";0;0;0;0;0;42336;0;52536;0;11640;9520;0;0;0;0;0;0;0;0;0;157314;4733;13610;18508;4431;543;0;0
"367";2021;"0";"0";"0";0;0;0;0;0;4007;0;9294;0;24488;6114;0;0;0;0;0;0;0;0;0;70251;835;2411;10850;12252;552;0;0
"368";2021;"0";"0";"0";0;0;0;0;0;9646;0;20181;0;57982;11624;0;0;0;0;0;0;0;0;0;146297;1200;4958;19653;21052;1008;0;0
"369";2021;"0";"0";"0";0;0;0;0;0;19080;0;28472;0;53015;11593;0;0;0;0;0;0;0;0;0;158687;1649;10945;15398;18533;1609;0;0
"370";2021;"0";"0";"0";0;0;0;0;0;35304;0;56958;0;60238;21426;0;0;0;0;0;0;0;0;0;244566;2681;21371;22442;24147;2816;0;0
"371";2021;"0";"0";"0";0;0;0;0;0;27449;0;43036;0;19008;9981;0;0;0;0;0;0;0;0;0;139960;2199;10811;18002;9474;1481;0;0
"372";2021;"0";"0";"0";0;0;0;0;0;57530;0;74717;0;15142;13135;0;0;0;0;0;0;0;0;0;213822;8453;10352;24001;10492;1010;0;0
"373";2021;"0";"0";"0";0;0;0;0;0;948;0;2807;0;7351;3316;0;0;0;0;0;0;0;0;0;24074;102;1574;4428;3547;179;0;0
"374";2021;"0";"0";"0";0;0;0;0;0;3978;0;7651;0;17319;6569;0;0;0;0;0;0;0;0;0;57727;337;3392;9298;9184;601;0;0
"375";2021;"0";"0";"0";0;0;0;0;0;7643;0;12134;0;23477;8245;0;0;0;0;0;0;0;0;0;80734;698;9521;9551;9466;1628;0;0
"376";2021;"0";"0";"0";0;0;0;0;0;14082;0;21303;0;22648;10036;0;0;0;0;0;0;0;0;0;115418;1250;21916;14751;9433;1319;0;0
"377";2021;"0";"0";"0";0;0;0;0;0;8269;0;14717;0;4459;3264;0;0;0;0;0;0;0;0;0;55804;913;11457;10284;2438;237;0;0
"378";2021;"0";"0";"0";0;0;0;0;0;10085;0;20949;0;2344;1975;0;0;0;0;0;0;0;0;0;61167;1697;6848;15228;2042;156;0;0
"379";2021;"0";"0";"0";0;0;0;0;0;978;0;3094;0;8237;1488;0;0;0;0;0;0;0;0;0;24670;638;1224;4882;4130;356;0;0
"380";2021;"0";"0";"0";0;0;0;0;0;3707;0;8436;0;26945;4860;0;0;0;0;0;0;0;0;0;65419;542;2835;9174;8921;490;0;0
"381";2021;"0";"0";"0";0;0;0;0;0;8102;0;12195;0;28627;5692;0;0;0;0;0;0;0;0;0;82078;989;6965;10168;9339;840;0;0
"382";2021;"0";"0";"0";0;0;0;0;0;11293;0;23787;0;25371;7327;0;0;0;0;0;0;0;0;0;107011;757;11655;14870;11951;1449;0;0
"383";2021;"0";"0";"0";0;0;0;0;0;9037;0;18254;0;5014;3668;0;0;0;0;0;0;0;0;0;61247;1005;5746;14077;4447;880;0;0
"384";2021;"0";"0";"0";0;0;0;0;0;14598;0;30050;0;3859;3630;0;0;0;0;0;0;0;0;0;85721;3131;5058;20480;4915;436;0;0
"385";2021;"0";"0";"0";0;0;0;0;0;2967;0;6677;0;11246;7863;0;0;0;0;0;0;0;0;0;41124;304;1151;4666;6249;380;0;0
"386";2021;"0";"0";"0";0;0;0;0;0;5794;0;13100;0;23318;10451;0;0;0;0;0;0;0;0;0;77669;902;3833;8740;11531;827;0;0
"387";2021;"0";"0";"0";0;0;0;0;0;10989;0;15314;0;23292;10106;0;0;0;0;0;0;0;0;0;83015;1225;5989;7390;8710;1238;0;0
"388";2021;"0";"0";"0";0;0;0;0;0;23922;0;27710;0;23767;16180;0;0;0;0;0;0;0;0;0;119675;1432;12071;6746;7848;1046;0;0
"389";2021;"0";"0";"0";0;0;0;0;0;15746;0;21682;0;10142;6514;0;0;0;0;0;0;0;0;0;70768;1408;8333;4344;2600;595;0;0
"390";2021;"0";"0";"0";0;0;0;0;0;32251;0;31587;0;9297;7545;0;0;0;0;0;0;0;0;0;96147;3036;6762;3280;2389;387;0;0
"391";2021;"0";"0";"0";0;0;0;0;0;3029;0;6200;0;16252;4626;0;0;0;0;0;0;0;0;0;45581;197;1186;5968;8122;195;0;0
"392";2021;"0";"0";"0";0;0;0;0;0;5939;0;11746;0;31037;6764;0;0;0;0;0;0;0;0;0;80877;659;2123;10478;12131;518;0;0
"393";2021;"0";"0";"0";0;0;0;0;0;10978;0;16277;0;24388;5901;0;0;0;0;0;0;0;0;0;76609;660;3980;5230;9194;769;0;0
"394";2021;"0";"0";"0";0;0;0;0;0;24011;0;33170;0;34867;14099;0;0;0;0;0;0;0;0;0;137555;1924;9716;7572;12195;1368;0;0
"395";2021;"0";"0";"0";0;0;0;0;0;18413;0;24783;0;13994;6313;0;0;0;0;0;0;0;0;0;78712;1194;5065;3925;5027;600;0;0
"396";2021;"0";"0";"0";0;0;0;0;0;42932;0;44668;0;11282;9505;0;0;0;0;0;0;0;0;0;128101;5323;5293;3521;5577;574;0;0
"397";2021;"0";"0";"0";0;0;0;0;0;3395;0;6060;0;7608;9842;0;0;0;0;0;0;0;0;0;44977;386;6456;3923;7307;912;421;0
"398";2021;"0";"0";"0";0;0;0;0;0;5868;0;10076;0;9199;10572;0;0;0;0;0;0;0;0;0;72569;663;18322;5030;12839;2307;1623;0
"399";2021;"0";"0";"0";0;0;0;0;0;14724;0;20314;0;13676;13427;0;0;0;0;0;0;0;0;0;117928;1102;33919;6782;13983;3811;1904;0
"400";2021;"0";"0";"0";0;0;0;0;0;34193;0;44353;0;17461;20769;0;0;0;0;0;0;0;0;0;208498;1596;59935;14194;15997;5044;2911;0
"401";2021;"0";"0";"0";0;0;0;0;0;27225;0;49186;0;9309;11439;0;0;0;0;0;0;0;0;0;153845;1875;30408;14941;9463;3897;1048;0
"402";2021;"0";"0";"0";0;0;0;0;0;27738;0;66809;0;6757;6952;0;0;0;0;0;0;0;0;0;154600;2856;18895;19421;5172;2454;516;0
"403";2021;"0";"0";"0";0;0;0;0;0;3733;0;6344;0;9220;6521;0;0;0;0;0;0;0;0;0;44040;374;4621;4515;8711;825;901;0
"404";2021;"0";"0";"0";0;0;0;0;0;6468;0;12377;0;11937;7392;0;0;0;0;0;0;0;0;0;72803;1130;12701;4750;16048;2267;2083;0
"405";2021;"0";"0";"0";0;0;0;0;0;15024;0;25514;0;15540;13247;0;0;0;0;0;0;0;0;0;120443;1163;23746;7075;19135;4043;3493;0
"406";2021;"0";"0";"0";0;0;0;0;0;33211;0;56782;0;20423;21024;0;0;0;0;0;0;0;0;0;211516;2342;35349;15962;26422;6718;5308;0
"407";2021;"0";"0";"0";0;0;0;0;0;26537;0;61811;0;9507;13273;0;0;0;0;0;0;0;0;0;162480;2347;19715;15329;13960;5180;1742;0
"408";2021;"0";"0";"0";0;0;0;0;0;35774;0;90947;0;6835;7967;0;0;0;0;0;0;0;0;0;185764;3987;13345;17840;9069;3051;1113;0
"409";2021;"0";"0";"0";0;0;0;0;0;1985;0;3621;0;3672;5925;0;0;0;0;0;0;0;0;0;25867;437;3888;2319;4021;329;311;0
"410";2021;"0";"0";"0";0;0;0;0;0;4311;0;7379;0;7274;5883;0;0;0;0;0;0;0;0;0;46032;429;10594;3689;6474;894;759;0
"411";2021;"0";"0";"0";0;0;0;0;0;9811;0;11984;0;6323;6153;0;0;0;0;0;0;0;0;0;67191;781;19378;4892;7869;1097;1713;0
"412";2021;"0";"0";"0";0;0;0;0;0;22113;0;27112;0;7464;11050;0;0;0;0;0;0;0;0;0;120507;1411;32691;10542;8123;1579;2140;0
"413";2021;"0";"0";"0";0;0;0;0;0;18279;0;30320;0;4679;5658;0;0;0;0;0;0;0;0;0;99080;1718;21262;12622;4542;1408;1031;0
"414";2021;"0";"0";"0";0;0;0;0;0;18748;0;36502;0;2487;3445;0;0;0;0;0;0;0;0;0;92414;1961;12986;14208;2077;581;456;0
"415";2021;"0";"0";"0";0;0;0;0;0;1979;0;4601;0;5833;3535;0;0;0;0;0;0;0;0;0;26187;293;2790;2845;4311;165;619;0
"416";2021;"0";"0";"0";0;0;0;0;0;4895;0;9164;0;8128;4465;0;0;0;0;0;0;0;0;0;45879;417;7165;3683;7959;1105;1272;0
"417";2021;"0";"0";"0";0;0;0;0;0;9572;0;16085;0;7913;6984;0;0;0;0;0;0;0;0;0;68080;965;12542;5247;8772;1444;2163;0
"418";2021;"0";"0";"0";0;0;0;0;0;21304;0;33721;0;9401;10545;0;0;0;0;0;0;0;0;0;120567;1539;19438;12215;12403;2281;3507;0
"419";2021;"0";"0";"0";0;0;0;0;0;20520;0;37988;0;4780;7106;0;0;0;0;0;0;0;0;0;106225;2075;14011;13504;6241;1593;1541;0
"420";2021;"0";"0";"0";0;0;0;0;0;26584;0;48891;0;4003;4805;0;0;0;0;0;0;0;0;0;117012;4155;8597;15970;4008;867;823;0
"421";2021;"0";"0";"0";0;0;0;0;0;4990;0;7775;0;13438;18826;0;0;0;0;0;0;0;0;0;79775;382;13781;8151;12430;1425;944;0
"422";2021;"0";"0";"0";0;0;0;0;0;8497;0;16079;0;22454;20068;0;0;0;0;0;0;0;0;0;138022;1206;33350;16595;19774;3885;1977;0
"423";2021;"0";"0";"0";0;0;0;0;0;20902;0;22564;0;22456;22321;0;0;0;0;0;0;0;0;0;192569;1112;65950;13519;23745;4461;3772;0
"424";2021;"0";"0";"0";0;0;0;0;0;49949;0;40812;0;22128;36763;0;0;0;0;0;0;0;0;0;312133;1851;115024;20577;25029;7021;5682;0
"425";2021;"0";"0";"0";0;0;0;0;0;45176;0;44575;0;9422;19150;0;0;0;0;0;0;0;0;0;226259;2707;73075;19619;12534;4617;2367;0
"426";2021;"0";"0";"0";0;0;0;0;0;61666;0;77972;0;8393;15880;0;0;0;0;0;0;0;0;0;259901;3187;54435;30225;8142;2823;943;0
"427";2021;"0";"0";"0";0;0;0;0;0;4709;0;7482;0;16840;10960;0;0;0;0;0;0;0;0;0;74327;742;9561;10453;13580;1499;704;0
"428";2021;"0";"0";"0";0;0;0;0;0;10098;0;16664;0;27612;15678;0;0;0;0;0;0;0;0;0;138048;976;26977;16021;24021;4038;3450;0
"429";2021;"0";"0";"0";0;0;0;0;0;24080;0;26918;0;26085;22807;0;0;0;0;0;0;0;0;0;183914;1543;41750;13167;27564;5766;4851;0
"430";2021;"0";"0";"0";0;0;0;0;0;50155;0;53499;0;23529;39829;0;0;0;0;0;0;0;0;0;306710;2712;75051;23226;38708;9863;7753;0
"431";2021;"0";"0";"0";0;0;0;0;0;50880;0;61206;0;9859;24705;0;0;0;0;0;0;0;0;0;251761;3608;55796;23311;22395;6462;3938;0
"432";2021;"0";"0";"0";0;0;0;0;0;91776;0;99256;0;10103;24178;0;0;0;0;0;0;0;0;0;325534;6029;42293;35149;16749;4796;1708;0
"433";2021;"0";"0";"0";0;0;0;0;0;2765;0;4346;0;5175;7782;0;0;0;0;0;0;0;0;0;34461;308;5833;3044;5208;924;257;0
"434";2021;"0";"0";"0";0;0;0;0;0;6330;0;7463;0;8499;8117;0;0;0;0;0;0;0;0;0;60492;576;15490;5823;8194;1533;877;0
"435";2021;"0";"0";"0";0;0;0;0;0;12735;0;11742;0;6957;9644;0;0;0;0;0;0;0;0;0;83808;721;27748;5391;8871;2081;1876;0
"436";2021;"0";"0";"0";0;0;0;0;0;33018;0;28746;0;8163;15206;0;0;0;0;0;0;0;0;0;156216;1160;48053;11471;10399;2949;2359;0
"437";2021;"0";"0";"0";0;0;0;0;0;25879;0;31908;0;4389;9253;0;0;0;0;0;0;0;0;0;117777;898;27006;13302;5143;1460;1111;0
"438";2021;"0";"0";"0";0;0;0;0;0;31378;0;51796;0;3376;6423;0;0;0;0;0;0;0;0;0;133116;1639;18990;16737;2776;1000;379;0
"439";2021;"0";"0";"0";0;0;0;0;0;2911;0;4907;0;7517;4356;0;0;0;0;0;0;0;0;0;33837;303;3729;4038;6076;906;671;0
"440";2021;"0";"0";"0";0;0;0;0;0;6524;0;8902;0;9992;5958;0;0;0;0;0;0;0;0;0;58132;769;11031;4830;10126;1837;1312;0
"441";2021;"0";"0";"0";0;0;0;0;0;14054;0;14740;0;6514;9028;0;0;0;0;0;0;0;0;0;78865;932;17168;4691;11738;2329;2816;0
"442";2021;"0";"0";"0";0;0;0;0;0;33320;0;35123;0;8836;16826;0;0;0;0;0;0;0;0;0;153149;1401;28927;12940;15776;3461;4014;0
"443";2021;"0";"0";"0";0;0;0;0;0;32459;0;39251;0;4225;10926;0;0;0;0;0;0;0;0;0;129831;1343;17768;14926;8933;2055;2386;0
"444";2021;"0";"0";"0";0;0;0;0;0;50912;0;66161;0;5059;10505;0;0;0;0;0;0;0;0;0;175077;2772;13748;18138;7782;1974;1155;0
"445";2021;"0";"0";"0";0;0;0;0;0;2561;0;4486;0;4940;7958;0;0;0;0;0;0;0;0;0;37245;296;7809;3623;5572;548;464;0
"446";2021;"0";"0";"0";0;0;0;0;0;4382;0;7395;0;7190;8266;0;0;0;0;0;0;0;0;0;60233;450;18395;5968;8187;1432;981;0
"447";2021;"0";"0";"0";0;0;0;0;0;12091;0;12729;0;8151;11450;0;0;0;0;0;0;0;0;0;98802;960;35606;7203;10613;2226;2050;0
"448";2021;"0";"0";"0";0;0;0;0;0;25446;0;28257;0;8935;14814;0;0;0;0;0;0;0;0;0;166457;1158;61097;14838;11912;3735;2480;0
"449";2021;"0";"0";"0";0;0;0;0;0;23955;0;33191;0;5292;8292;0;0;0;0;0;0;0;0;0;130586;1017;35982;16563;6294;2501;1310;0
"450";2021;"0";"0";"0";0;0;0;0;0;28159;0;46098;0;3711;5100;0;0;0;0;0;0;0;0;0;129880;1901;21262;20452;3196;1351;366;0
"451";2021;"0";"0";"0";0;0;0;0;0;2214;0;4979;0;7848;5432;0;0;0;0;0;0;0;0;0;38098;478;5456;4611;7080;656;618;0
"452";2021;"0";"0";"0";0;0;0;0;0;5862;0;8564;0;9233;6674;0;0;0;0;0;0;0;0;0;61050;841;13845;5988;10043;1780;1560;0
"453";2021;"0";"0";"0";0;0;0;0;0;12591;0;15827;0;8027;10909;0;0;0;0;0;0;0;0;0;92647;1219;24309;7380;12386;2694;2991;0
"454";2021;"0";"0";"0";0;0;0;0;0;27143;0;35507;0;9896;16914;0;0;0;0;0;0;0;0;0;165023;1721;38612;17773;17458;4804;3914;0
"455";2021;"0";"0";"0";0;0;0;0;0;27692;0;40957;0;5627;9838;0;0;0;0;0;0;0;0;0;138490;1434;24443;18333;10166;2986;2534;0
"456";2021;"0";"0";"0";0;0;0;0;0;41319;0;58454;0;4370;8636;0;0;0;0;0;0;0;0;0;161208;3335;16418;21961;6714;2440;923;0
"457";2025;"0";"0";"0";0;0;0;0;0;275698;79313;298749;0;188513;101262;0;0;0;0;0;0;0;0;0;1710816;11453;410338;240043;105447;42359;0;8754
"458";2025;"0";"0";"0";0;0;0;0;0;517404;152936;482986;0;452477;156643;0;0;0;0;0;0;0;0;0;3128680;17796;759479;372481;216478;95818;0;14024
"459";2025;"0";"0";"0";0;0;0;0;0;789961;215907;511041;0;459803;127736;0;0;0;0;0;0;0;0;0;3788185;23507;1154625;284742;220864;107334;0;18633
"460";2025;"0";"0";"0";0;0;0;0;0;1572595;406728;907879;0;582212;169685;0;0;0;0;0;0;0;0;0;6031021;37600;1773439;295835;285046;154108;0;25984
"461";2025;"0";"0";"0";0;0;0;0;0;1327649;345384;985827;0;409194;120204;0;0;0;0;0;0;0;0;0;4799597;40653;1158895;225994;185798;103405;0;26033
"462";2025;"0";"0";"0";0;0;0;0;0;1733073;415803;1247745;0;277538;153725;0;0;0;0;0;0;0;0;0;4915220;61526;667934;228779;129095;62804;0;33047
"463";2025;"0";"0";"0";0;0;0;0;0;185176;53787;365673;0;256292;55164;0;0;0;0;0;0;0;0;0;1685912;9404;211971;451824;96620;36458;0;10514
"464";2025;"0";"0";"0";0;0;0;0;0;447805;138537;570176;0;576567;112707;0;0;0;0;0;0;0;0;0;3086045;17564;492245;511520;218924;94227;0;16649
"465";2025;"0";"0";"0";0;0;0;0;0;771591;208078;624238;0;552871;118775;0;0;0;0;0;0;0;0;0;3726864;26352;819611;344566;260782;128001;0;26987
"466";2025;"0";"0";"0";0;0;0;0;0;1500614;397130;1113876;0;740682;185009;0;0;0;0;0;0;0;0;0;6036439;47600;1258638;419236;373653;202706;0;41180
"467";2025;"0";"0";"0";0;0;0;0;0;1315325;350495;1157339;0;548545;138545;0;0;0;0;0;0;0;0;0;4945642;47302;875178;274187;238726;129155;0;36850
"468";2025;"0";"0";"0";0;0;0;0;0;2167291;507966;1670903;0;398699;183457;0;0;0;0;0;0;0;0;0;6074233;82508;594963;284090;184355;98189;0;40746
"469";2025;"0";"0";"0";0;0;0;0;0;203640;60259;190215;0;188255;127708;0;0;0;0;0;0;0;0;0;1710816;7660;429930;299295;203854;23699;0;89781
"470";2025;"0";"0";"0";0;0;0;0;0;409005;124629;314394;0;456154;197654;0;0;0;0;0;0;0;0;0;3128680;9921;798420;437105;381398;55698;0;156954
"471";2025;"0";"0";"0";0;0;0;0;0;677906;191672;369489;0;499138;170631;0;0;0;0;0;0;0;0;0;3788185;13334;1204553;288137;373325;61951;0;169899
"472";2025;"0";"0";"0";0;0;0;0;0;1407262;368555;735866;0;657935;250785;0;0;0;0;0;0;0;0;0;6031021;20601;1825806;294218;469992;90489;0;246564
"473";2025;"0";"0";"0";0;0;0;0;0;1222816;323330;855541;0;465798;184919;0;0;0;0;0;0;0;0;0;4799597;25242;1171834;228959;321159;62244;0;195248
"474";2025;"0";"0";"0";0;0;0;0;0;1616174;393519;1146253;0;316037;240031;0;0;0;0;0;0;0;0;0;4915220;43660;665332;220077;274139;45711;0;191387
"475";2025;"0";"0";"0";0;0;0;0;0;133980;40541;191620;0;209879;63297;0;0;0;0;0;0;0;0;0;1685912;5847;211223;622738;206787;19813;0;102438
"476";2025;"0";"0";"0";0;0;0;0;0;349641;116148;368029;0;528317;121744;0;0;0;0;0;0;0;0;0;3086045;8599;492754;651324;449488;59288;0;198981
"477";2025;"0";"0";"0";0;0;0;0;0;647041;183947;466464;0;581903;134224;0;0;0;0;0;0;0;0;0;3726864;14798;825104;363028;510356;74384;0;249633
"478";2025;"0";"0";"0";0;0;0;0;0;1319610;356703;916082;0;813183;235223;0;0;0;0;0;0;0;0;0;6036439;29693;1260081;415861;690004;118243;0;359962
"479";2025;"0";"0";"0";0;0;0;0;0;1188769;326546;1029932;0;598307;173193;0;0;0;0;0;0;0;0;0;4945642;30812;859564;263512;475008;83836;0;277208
"480";2025;"0";"0";"0";0;0;0;0;0;2020531;478180;1565240;0;447475;249347;0;0;0;0;0;0;0;0;0;6074233;68975;584179;272279;388027;73923;0;234894
"481";2025;"0";"0";"0";0;0;0;0;0;11210;0;10899;0;7729;4182;0;0;0;0;0;0;0;0;0;60122;358;13444;7941;4359;792;0;0
"482";2025;"0";"0";"0";0;0;0;0;0;20341;0;18204;0;20896;6803;0;0;0;0;0;0;0;0;0;116600;290;27748;12136;10182;2335;0;0
"483";2025;"0";"0";"0";0;0;0;0;0;31848;0;18708;0;20686;5711;0;0;0;0;0;0;0;0;0;131388;944;36787;8228;8477;2449;0;0
"484";2025;"0";"0";"0";0;0;0;0;0;72809;0;38834;0;28414;6474;0;0;0;0;0;0;0;0;0;229379;1175;56435;9803;15434;4057;0;0
"485";2025;"0";"0";"0";0;0;0;0;0;62149;0;42088;0;21627;4890;0;0;0;0;0;0;0;0;0;177797;903;30184;6580;9375;2188;0;0
"486";2025;"0";"0";"0";0;0;0;0;0;87416;0;57808;0;16611;6876;0;0;0;0;0;0;0;0;0;197395;2348;16256;4145;5934;644;0;0
"487";2025;"0";"0";"0";0;0;0;0;0;6366;0;13217;0;12232;2115;0;0;0;0;0;0;0;0;0;60582;435;6076;14661;5481;597;0;0
"488";2025;"0";"0";"0";0;0;0;0;0;18954;0;21358;0;27216;4653;0;0;0;0;0;0;0;0;0;113247;389;16672;15932;8073;1590;0;0
"489";2025;"0";"0";"0";0;0;0;0;0;31778;0;24474;0;23435;4890;0;0;0;0;0;0;0;0;0;133954;733;25890;11136;11618;2797;0;0
"490";2025;"0";"0";"0";0;0;0;0;0;69933;0;50526;0;40250;8102;0;0;0;0;0;0;0;0;0;239242;1661;37931;13628;17211;4557;0;0
"491";2025;"0";"0";"0";0;0;0;0;0;56907;0;52235;0;33355;5109;0;0;0;0;0;0;0;0;0;187852;1823;20777;6845;10803;2136;0;0
"492";2025;"0";"0";"0";0;0;0;0;0;103830;0;76136;0;26847;7737;0;0;0;0;0;0;0;0;0;242410;2680;14058;4061;7061;998;0;0
"493";2025;"0";"0";"0";0;0;0;0;0;8192;0;6561;0;6965;5121;0;0;0;0;0;0;0;0;0;60122;161;14995;11241;6885;380;0;1660
"494";2025;"0";"0";"0";0;0;0;0;0;16119;0;12908;0;19065;8349;0;0;0;0;0;0;0;0;0;116600;301;28660;16043;15155;1258;0;5716
"495";2025;"0";"0";"0";0;0;0;0;0;28008;0;13304;0;20147;6981;0;0;0;0;0;0;0;0;0;131388;335;38725;9522;14366;1251;0;4980
"496";2025;"0";"0";"0";0;0;0;0;0;65842;0;31272;0;31390;9121;0;0;0;0;0;0;0;0;0;229379;992;57149;11164;22448;2102;0;7477
"497";2025;"0";"0";"0";0;0;0;0;0;57805;0;37183;0;23155;6827;0;0;0;0;0;0;0;0;0;177797;585;30553;6799;14889;870;0;5450
"498";2025;"0";"0";"0";0;0;0;0;0;81076;0;53527;0;17816;12274;0;0;0;0;0;0;0;0;0;197395;1681;16285;5517;9218;212;0;2700
